artist,title,artist_list,total_weeks,peak_rank,debut_rank,peak_week,rise_rate
Yahritza y Su Esencia x Grupo Frontera,Fragil,"['Yahritza y Su Esencia', 'Grupo Frontera']",16,69.0,82.0,3,4.333333333333333
Yella Beezy,That's On Me,['Yella Beezy'],20,56.0,92.0,16,2.25
"Yella Beezy, Gucci Mane & Quavo",Bacc At It Again,"['Yella Beezy', 'Gucci Mane', 'Quavo']",6,78.0,94.0,4,4.0
Yfn Lucci Featuring PnB Rock,Everyday We Lit,"['Yfn Lucci', 'PnB Rock']",20,33.0,79.0,14,3.2857142857142856
Yng Lvcas x Peso Pluma,La Bebe,"['Yng Lvcas', 'Peso Pluma']",23,11.0,77.0,5,13.2
Yo Gotti,Juice,['Yo Gotti'],5,90.0,93.0,3,1.0
Yo Gotti Featuring E-40,Law,"['Yo Gotti', 'E-40']",9,79.0,85.0,4,1.5
Yo Gotti Featuring Lil Baby,Put A Date On It,"['Yo Gotti', 'Lil Baby']",20,46.0,65.0,8,2.375
Yo Gotti Featuring Nicki Minaj,Down In The DM,"['Yo Gotti', 'Nicki Minaj']",19,13.0,57.0,10,4.4
Yo Gotti Featuring Nicki Minaj,Rake It Up,"['Yo Gotti', 'Nicki Minaj']",22,8.0,78.0,11,6.363636363636363
Young M.A,OOOUUU,['Young M.A'],20,19.0,85.0,9,7.333333333333333
Young Nudy Featuring 21 Savage,Peaches & Eggplants,"['Young Nudy', '21 Savage']",20,33.0,92.0,14,4.214285714285714
Young Thug,Best Friend,['Young Thug'],17,45.0,78.0,5,6.6
Young Thug And Travis Scott Featuring Quavo,Pick Up The Phone,"['Young Thug', 'Travis Scott', 'Quavo']",20,43.0,90.0,3,15.666666666666666
Young Thug Featuring Gunna,Hot,"['Young Thug', 'Gunna']",26,11.0,26.0,11,1.3636363636363635
YoungBoy Never Broke Again,Fish Scale,['YoungBoy Never Broke Again'],3,68.0,82.0,1,14.0
YoungBoy Never Broke Again,Life Support,['YoungBoy Never Broke Again'],5,48.0,63.0,2,7.5
YoungBoy Never Broke Again,On My Side,['YoungBoy Never Broke Again'],2,37.0,71.0,1,34.0
YoungBoy Never Broke Again,Outside Today,['YoungBoy Never Broke Again'],19,31.0,71.0,7,5.714285714285714
YoungBoy Never Broke Again,Overdose,['YoungBoy Never Broke Again'],9,42.0,77.0,3,11.666666666666666
YoungBoy Never Broke Again,Put It On Me,['YoungBoy Never Broke Again'],5,63.0,66.0,1,3.0
YoungBoy Never Broke Again,Rich As Hell,['YoungBoy Never Broke Again'],2,79.0,100.0,1,21.0
YoungBoy Never Broke Again,Self Control,['YoungBoy Never Broke Again'],11,50.0,68.0,5,3.6
YoungBoy Never Broke Again,Shot Callin,['YoungBoy Never Broke Again'],14,43.0,90.0,5,9.4
Yung Bleu & Kehlani,Beautiful Lies,"['Yung Bleu', 'Kehlani']",10,65.0,91.0,5,5.2
Yung Gravy,Betty (Get Money),['Yung Gravy'],17,30.0,68.0,9,4.222222222222222
ZAYN / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),"['ZAYN', 'Taylor Swift']",23,2.0,6.0,9,0.4444444444444444
Zac Brown Band,Beautiful Drug,['Zac Brown Band'],17,52.0,96.0,13,3.3846153846153846
Zac Efron & Zendaya,Rewrite The Stars,"['Zac Efron', 'Zendaya']",7,70.0,85.0,2,7.5
Zach Bryan,Something In The Orange,['Zach Bryan'],66,10.0,55.0,37,1.2162162162162162
Zara Larsson,Ain't My Fault,['Zara Larsson'],7,76.0,85.0,6,1.5
Zara Larsson,Ruin My Life,['Zara Larsson'],7,76.0,86.0,1,10.0
Zara Larsson & MNEK,Never Forget You,"['Zara Larsson', 'MNEK']",23,13.0,83.0,13,5.384615384615385
Zedd & Alessia Cara,Stay,"['Zedd', 'Alessia Cara']",31,7.0,28.0,7,3.0
"Zedd, Maren Morris & Grey",The Middle,"['Zedd', 'Maren Morris', 'Grey']",40,5.0,23.0,11,1.6363636363636365
Zendaya Featuring Chris Brown,Something New,"['Zendaya', 'Chris Brown']",3,93.0,96.0,1,3.0
iLoveMemphis,Hit The Quan,['iLoveMemphis'],3,34.0,52.0,1,18.0
lovelytheband,Broken,['lovelytheband'],22,29.0,84.0,15,3.6666666666666665
sombr,Back To Friends,['sombr'],38,10.0,90.0,32,2.5
sombr,Undressed,['sombr'],27,16.0,96.0,24,3.3333333333333335
¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,Carnival,"['¥$', 'Ye', 'Ty Dolla $ign', 'Rich The Kid', 'Playboi Carti']",19,1.0,3.0,3,0.6666666666666666
