artist,title,artist_list,total_weeks,peak_rank,debut_rank,end_rank,peak_week,decay_rate,post_peak_length
Lil Durk,Ahhh Ha,['Lil Durk'],11,18.0,42.0,96.0,3,-11.142857142857142,7
Lil Durk,Barbarian,['Lil Durk'],2,48.0,48.0,79.0,0,-31.0,1
Lil Durk,Golden Child,['Lil Durk'],2,34.0,34.0,80.0,0,-46.0,1
Lil Durk,No Interviews,['Lil Durk'],3,30.0,30.0,95.0,0,-32.5,2
Lil Durk,Pelle Coat,['Lil Durk'],2,35.0,35.0,71.0,0,-36.0,1
Lil Durk,Smoking & Thinking,['Lil Durk'],2,60.0,60.0,94.0,0,-34.0,1
Lil Durk & King Von,Still Trappin',"['Lil Durk', 'King Von']",12,53.0,53.0,96.0,0,-3.909090909090909,11
Lil Durk Featuring 21 Savage,War Bout It,"['Lil Durk', '21 Savage']",2,41.0,41.0,84.0,0,-43.0,1
Lil Durk Featuring Future,Petty Too,"['Lil Durk', 'Future']",4,26.0,26.0,83.0,0,-19.0,3
Lil Durk Featuring Gunna,What Happened To Virgil,"['Lil Durk', 'Gunna']",20,22.0,24.0,51.0,1,-1.6111111111111112,18
Lil Durk Featuring J. Cole,All My Life,"['Lil Durk', 'J. Cole']",24,2.0,2.0,32.0,0,-1.3043478260869565,23
Lil Durk Featuring Lil Baby,Finesse Out The Gang Way,"['Lil Durk', 'Lil Baby']",7,39.0,39.0,97.0,0,-9.666666666666666,6
Lil Durk Featuring Morgan Wallen,Broadway Girls,"['Lil Durk', 'Morgan Wallen']",20,14.0,14.0,81.0,0,-3.526315789473684,19
Lil Durk Featuring Morgan Wallen,Stand By Me,"['Lil Durk', 'Morgan Wallen']",15,22.0,22.0,96.0,0,-5.285714285714286,14
Lil Mabu,Mathematical Disrespect,['Lil Mabu'],4,47.0,90.0,97.0,1,-25.0,2
Lil Mosey,Blueberry Faygo,['Lil Mosey'],33,8.0,62.0,50.0,21,-3.8181818181818183,11
Lil Nas X,Holiday,['Lil Nas X'],12,37.0,37.0,80.0,0,-3.909090909090909,11
Lil Nas X,Panini,['Lil Nas X'],32,5.0,16.0,49.0,12,-2.3157894736842106,19
Lil Nas X,Star Walkin' (League Of Legends Worlds Anthem),['Lil Nas X'],18,32.0,32.0,80.0,0,-2.823529411764706,17
Lil Nas X,Thats What I Want,['Lil Nas X'],45,8.0,10.0,42.0,26,-1.8888888888888888,18
Lil Nas X & Jack Harlow,Industry Baby,"['Lil Nas X', 'Jack Harlow']",42,1.0,2.0,42.0,11,-1.3666666666666667,30
Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,"['Lil Nas X', 'Billy Ray Cyrus']",45,1.0,83.0,46.0,4,-1.125,40
Lil Peep & XXXTENTACION,Falling Down,"['Lil Peep', 'XXXTENTACION']",11,13.0,47.0,98.0,1,-9.444444444444445,9
Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,"['Lil Peep', 'iLoveMakonnen', 'Fall Out Boy']",9,62.0,96.0,95.0,5,-11.0,3
Lil Pump,Butterfly Doors,['Lil Pump'],2,81.0,81.0,89.0,0,-8.0,1
Lil Pump,Esskeetit,['Lil Pump'],12,24.0,24.0,88.0,0,-5.818181818181818,11
Lil Pump,Gucci Gang,['Lil Pump'],23,3.0,81.0,47.0,9,-3.3846153846153846,13
Lil Shordie Scott,Rocking A Cardigan In Atlanta,['Lil Shordie Scott'],3,77.0,100.0,94.0,1,-17.0,1
Lil Skies,I,['Lil Skies'],4,39.0,39.0,82.0,0,-14.333333333333334,3
Lil Skies,Lust,['Lil Skies'],4,87.0,91.0,93.0,2,-6.0,1
Lil Skies Featuring Landon Cube,Nowadays,"['Lil Skies', 'Landon Cube']",13,55.0,85.0,85.0,1,-2.727272727272727,11
Lil Skies Featuring Landon Cube,Red Roses,"['Lil Skies', 'Landon Cube']",20,69.0,98.0,87.0,1,-1.0,18
Lil Tecca,500lbs,['Lil Tecca'],20,51.0,60.0,71.0,7,-1.6666666666666667,12
Lil Tecca,Dark Thoughts,['Lil Tecca'],17,28.0,45.0,70.0,2,-3.0,14
Lil Tecca,Did It Again,['Lil Tecca'],7,64.0,100.0,100.0,2,-9.0,4
Lil Tecca,Never Left,['Lil Tecca'],2,56.0,56.0,91.0,0,-35.0,1
Lil Tecca,OWA OWA,['Lil Tecca'],5,50.0,50.0,84.0,0,-8.5,4
Lil Tecca,Ran$om,['Lil Tecca'],31,4.0,93.0,33.0,13,-1.7058823529411764,17
Lil Tjay,Beat The Odds,['Lil Tjay'],4,36.0,36.0,100.0,0,-21.333333333333332,3
Lil Tjay,In My Head,['Lil Tjay'],4,33.0,33.0,89.0,0,-18.666666666666668,3
Lil Tjay Featuring 6LACK,Calling My Phone,"['Lil Tjay', '6LACK']",22,3.0,3.0,49.0,0,-2.1904761904761907,21
Lil Tjay Featuring Offset & Moneybagg Yo,Run It Up,"['Lil Tjay', 'Offset', 'Moneybagg Yo']",3,50.0,50.0,93.0,0,-21.5,2
"Lil Tjay, Polo G & Fivio Foreign",Headshot,"['Lil Tjay', 'Polo G', 'Fivio Foreign']",8,42.0,42.0,99.0,0,-8.142857142857142,7
Lil Uzi Vert,444+222,['Lil Uzi Vert'],3,60.0,60.0,100.0,0,-20.0,2
Lil Uzi Vert,Baby Pluto,['Lil Uzi Vert'],4,6.0,6.0,98.0,0,-30.666666666666668,3
Lil Uzi Vert,Flooded The Face,['Lil Uzi Vert'],4,11.0,11.0,80.0,0,-23.0,3
Lil Uzi Vert,Homecoming,['Lil Uzi Vert'],2,22.0,22.0,82.0,0,-60.0,1
Lil Uzi Vert,Just Wanna Rock,['Lil Uzi Vert'],32,10.0,86.0,50.0,15,-2.5,16
Lil Uzi Vert,Lo Mein,['Lil Uzi Vert'],3,8.0,8.0,87.0,0,-39.5,2
Lil Uzi Vert,Money Longer,['Lil Uzi Vert'],22,54.0,92.0,62.0,13,-1.0,8
Lil Uzi Vert,Myron,['Lil Uzi Vert'],7,13.0,13.0,87.0,0,-12.333333333333334,6
Lil Uzi Vert,New Patek,['Lil Uzi Vert'],7,24.0,38.0,93.0,1,-13.8,5
Lil Uzi Vert,P2,['Lil Uzi Vert'],6,11.0,11.0,92.0,0,-16.2,5
Lil Uzi Vert,Prices,['Lil Uzi Vert'],2,25.0,25.0,95.0,0,-70.0,1
Lil Uzi Vert,Sauce It Up,['Lil Uzi Vert'],15,49.0,49.0,100.0,0,-3.642857142857143,14
Lil Uzi Vert,Silly Watch,['Lil Uzi Vert'],2,9.0,9.0,52.0,0,-43.0,1
Lil Uzi Vert,That's A Rack,['Lil Uzi Vert'],5,76.0,76.0,97.0,0,-5.25,4
Lil Uzi Vert,Watch This (ARIZONATEARS Pluggnb Remix),['Lil Uzi Vert'],6,56.0,62.0,84.0,1,-7.0,4
Lil Uzi Vert,X,['Lil Uzi Vert'],2,81.0,81.0,93.0,0,-12.0,1
Lil Uzi Vert,XO TOUR Llif3,['Lil Uzi Vert'],34,7.0,49.0,48.0,10,-1.7826086956521738,23
Lil Uzi Vert,You Was Right,['Lil Uzi Vert'],28,40.0,89.0,46.0,25,-3.0,2
Lil Uzi Vert & 21 Savage,Yessirskiii,"['Lil Uzi Vert', '21 Savage']",2,26.0,26.0,93.0,0,-67.0,1
Lil Uzi Vert Featuring Chief Keef,Bean (Kobe),"['Lil Uzi Vert', 'Chief Keef']",2,19.0,19.0,86.0,0,-67.0,1
Lil Uzi Vert Featuring Nicki Minaj,Endless Fashion,"['Lil Uzi Vert', 'Nicki Minaj']",3,20.0,20.0,99.0,0,-39.5,2
Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,"['Lil Uzi Vert', 'Nicki Minaj']",22,24.0,39.0,49.0,15,-4.166666666666667,6
Lil Uzi Vert Featuring Pharrell Williams,Neon Guts,"['Lil Uzi Vert', 'Pharrell Williams']",2,79.0,79.0,94.0,0,-15.0,1
Lil Wayne,Can't Be Broken,['Lil Wayne'],2,17.0,17.0,91.0,0,-74.0,1
Lil Wayne,Dedicate,['Lil Wayne'],2,14.0,14.0,78.0,0,-64.0,1
Lil Wayne,Uproar,['Lil Wayne'],20,7.0,7.0,73.0,0,-3.473684210526316,19
Lil Wayne & BigXthaPlug Featuring Jay Jones,Hip-Hop,"['Lil Wayne', 'BigXthaPlug', 'Jay Jones']",2,36.0,36.0,91.0,0,-55.0,1
Lil Wayne Featuring Big Sean & Lil Baby,I Do It,"['Lil Wayne', 'Big Sean', 'Lil Baby']",2,33.0,33.0,61.0,0,-28.0,1
Lil Wayne Featuring Kendrick Lamar,Mona Lisa,"['Lil Wayne', 'Kendrick Lamar']",8,2.0,2.0,91.0,0,-12.714285714285714,7
Lil Wayne Featuring Travis Scott,Let It Fly,"['Lil Wayne', 'Travis Scott']",2,10.0,10.0,67.0,0,-57.0,1
Lil Wayne Featuring XXXTENTACION,Don't Cry,"['Lil Wayne', 'XXXTENTACION']",3,5.0,5.0,91.0,0,-43.0,2
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,"['Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'Logic', 'Ty Dolla $ign', 'X Ambassadors']",22,15.0,32.0,42.0,6,-1.8,15
Lil Xan,Betrayed,['Lil Xan'],19,64.0,93.0,77.0,11,-1.8571428571428572,7
Lil Yachty,Poland,['Lil Yachty'],3,40.0,65.0,75.0,1,-35.0,1
Lil Yachty,Strike (Holster),['Lil Yachty'],4,71.0,71.0,95.0,0,-8.0,3
Lil Yachty & ian,Hate Me,"['Lil Yachty', 'ian']",2,68.0,68.0,78.0,0,-10.0,1
Lil Yachty Featuring NBA YoungBoy,NBAYoungboat,"['Lil Yachty', 'NBA YoungBoy']",4,63.0,63.0,98.0,0,-11.666666666666666,3
"Lil Yachty, Drake & DaBaby",Oprah's Bank Account,"['Lil Yachty', 'Drake', 'DaBaby']",6,55.0,89.0,89.0,1,-8.5,4
Linkin Park,Lost,['Linkin Park'],2,38.0,38.0,74.0,0,-36.0,1
Little Big Town,Better Man,['Little Big Town'],20,34.0,54.0,62.0,13,-4.666666666666667,6
Lizzo,Good As Hell,['Lizzo'],30,3.0,52.0,44.0,12,-2.411764705882353,17
Lizzo,Someday At Christmas,['Lizzo'],5,59.0,96.0,60.0,3,-1.0,1
Lizzo,Truth Hurts,['Lizzo'],42,1.0,50.0,45.0,16,-1.76,25
Lizzo Featuring Cardi B,Rumors,"['Lizzo', 'Cardi B']",7,4.0,4.0,74.0,0,-11.666666666666666,6
Lizzo Featuring SZA,Special,"['Lizzo', 'SZA']",10,52.0,52.0,91.0,0,-4.333333333333333,9
Lizzy McAlpine,Ceilings,['Lizzy McAlpine'],13,54.0,75.0,92.0,3,-4.222222222222222,9
LoCash,Hometown Home,['LoCash'],2,91.0,91.0,91.0,0,-0.0,1
LoCash,I Know Somebody,['LoCash'],11,52.0,97.0,92.0,6,-10.0,4
LoCash,I Love This Life,['LoCash'],11,56.0,73.0,99.0,5,-8.6,5
LoCash,One Big Country Song,['LoCash'],11,50.0,82.0,71.0,7,-7.0,3
Logic,44 More,['Logic'],5,22.0,22.0,85.0,0,-15.75,4
Logic,Keanu Reeves,['Logic'],3,38.0,38.0,91.0,0,-26.5,2
Logic & Marshmello,Everyday,"['Logic', 'Marshmello']",13,29.0,43.0,95.0,1,-6.0,11
Logic Featuring Alessia Cara & Khalid,1-800-273-8255,"['Logic', 'Alessia Cara', 'Khalid']",41,3.0,61.0,45.0,19,-2.0,21
Lola Brooke X Latto X Yung Miami Or Featuring Billy B,Don't Play With It,"['Lola Brooke', 'Latto', 'Yung Miami', 'Billy B']",4,69.0,69.0,95.0,0,-8.666666666666666,3
Lola Young,Messy,['Lola Young'],32,14.0,90.0,47.0,8,-1.434782608695652,23
Lord Huron,The Night We Met,['Lord Huron'],4,84.0,99.0,91.0,1,-3.5,2
Lorde,Green Light,['Lorde'],9,19.0,100.0,86.0,1,-9.571428571428571,7
Loren Allred,Never Enough,['Loren Allred'],4,88.0,88.0,96.0,0,-2.6666666666666665,3
"Los Legendarios, Wisin & Jhay Cortez",Fiel,"['Los Legendarios', 'Wisin', 'Jhay Cortez']",9,62.0,93.0,99.0,1,-5.285714285714286,7
Loud Luxury Featuring Brando,Body,"['Loud Luxury', 'Brando']",8,80.0,87.0,82.0,1,-0.3333333333333333,6
Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To You,"['Louis Tomlinson', 'Bebe Rexha', 'Digital Farm Animals']",10,40.0,40.0,88.0,0,-5.333333333333333,9
Loza Alexander,Lets Go Brandon,['Loza Alexander'],3,38.0,45.0,96.0,1,-58.0,1
Lucky Daye,Over,['Lucky Daye'],7,77.0,92.0,98.0,1,-4.2,5
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,"['Luis Fonsi', 'Daddy Yankee', 'Justin Bieber']",51,1.0,88.0,34.0,16,-0.9705882352941176,34
Luis Fonsi & Demi Lovato,Echame La Culpa,"['Luis Fonsi', 'Demi Lovato']",19,47.0,47.0,91.0,0,-2.4444444444444446,18
Luis R Conriquez x Neton Vega,Si No Quieres No,"['Luis R Conriquez', 'Neton Vega']",20,53.0,86.0,67.0,4,-0.9333333333333333,15
Lukas Graham,7 Years,['Lukas Graham'],36,2.0,96.0,46.0,9,-1.6923076923076923,26
Lukas Graham,Love Someone,['Lukas Graham'],10,70.0,82.0,96.0,6,-8.666666666666666,3
Lukas Graham,Mama Said,['Lukas Graham'],11,36.0,81.0,73.0,6,-9.25,4
Luke Bryan,Country Song Came On,['Luke Bryan'],3,93.0,98.0,99.0,1,-6.0,1
Luke Bryan,Down To One,['Luke Bryan'],20,36.0,91.0,77.0,9,-4.1,10
Luke Bryan,Fast,['Luke Bryan'],13,58.0,81.0,85.0,10,-13.5,2
Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",['Luke Bryan'],20,37.0,92.0,95.0,11,-7.25,8
Luke Bryan,Knockin' Boots,['Luke Bryan'],22,31.0,94.0,50.0,18,-6.333333333333333,3
Luke Bryan,Light It Up,['Luke Bryan'],18,57.0,76.0,69.0,14,-4.0,3
Luke Bryan,"Love You, Miss You, Mean It",['Luke Bryan'],10,39.0,99.0,49.0,8,-10.0,1
Luke Bryan,Most People Are Good,['Luke Bryan'],18,43.0,94.0,92.0,11,-8.166666666666666,6
Luke Bryan,Move,['Luke Bryan'],14,50.0,100.0,78.0,10,-9.333333333333334,3
Luke Bryan,One Margarita,['Luke Bryan'],20,19.0,87.0,59.0,9,-4.0,10
Luke Bryan,"Sunrise, Sunburn, Sunset",['Luke Bryan'],16,35.0,86.0,96.0,8,-8.714285714285714,7
Luke Bryan,Waves,['Luke Bryan'],17,24.0,90.0,87.0,9,-9.0,7
Luke Bryan,What Makes You Country,['Luke Bryan'],11,54.0,76.0,90.0,7,-12.0,3
Luke Bryan Featuring Karen Fairchild,Home Alone Tonight,"['Luke Bryan', 'Karen Fairchild']",16,38.0,61.0,90.0,6,-5.777777777777778,9
Luke Combs,5 Leaf Clover,['Luke Combs'],7,33.0,45.0,97.0,1,-12.8,5
Luke Combs,Ain't No Love In Oklahoma,['Luke Combs'],27,13.0,23.0,38.0,9,-1.4705882352941178,17
Luke Combs,Back In The Saddle,['Luke Combs'],19,22.0,38.0,83.0,13,-12.2,5
Luke Combs,Beer Never Broke My Heart,['Luke Combs'],21,21.0,68.0,45.0,12,-3.0,8
Luke Combs,Fast Car,['Luke Combs'],56,2.0,44.0,18.0,12,-0.37209302325581395,43
Luke Combs,Forever After All,['Luke Combs'],45,2.0,2.0,41.0,0,-0.8863636363636364,44
Luke Combs,"Going, Going, Gone",['Luke Combs'],22,23.0,99.0,45.0,12,-2.4444444444444446,9
Luke Combs,Hurricane,['Luke Combs'],22,31.0,96.0,50.0,12,-2.111111111111111,9
Luke Combs,Love You Anyway,['Luke Combs'],33,15.0,15.0,43.0,0,-0.875,32
Luke Combs,Lovin' On You,['Luke Combs'],20,23.0,93.0,51.0,10,-3.111111111111111,9
Luke Combs,One Number Away,['Luke Combs'],20,34.0,84.0,49.0,10,-1.6666666666666667,9
Luke Combs,Remember Him That Way,['Luke Combs'],3,35.0,35.0,91.0,0,-28.0,2
Luke Combs,She Got The Best Of Me,['Luke Combs'],23,31.0,95.0,38.0,20,-3.5,2
Luke Combs,Six Feet Apart,['Luke Combs'],2,58.0,58.0,90.0,0,-32.0,1
Luke Combs,The Man He Sees In Me,['Luke Combs'],3,39.0,58.0,96.0,1,-57.0,1
Luke Combs,When It Rains It Pours,['Luke Combs'],20,33.0,85.0,68.0,11,-4.375,8
Luke Combs,Where The Wild Things Are,['Luke Combs'],22,26.0,84.0,29.0,11,-0.3,10
Luke Combs Featuring Eric Church,Does To Me,"['Luke Combs', 'Eric Church']",19,20.0,86.0,88.0,10,-8.5,8
"Lunay, Daddy Yankee & Bad Bunny",Soltera,"['Lunay', 'Daddy Yankee', 'Bad Bunny']",17,66.0,73.0,100.0,13,-11.333333333333334,3
MAX Featuring Gnash,Lights Down Low,"['MAX', 'Gnash']",27,20.0,95.0,45.0,18,-3.125,8
Mabel,Don't Call Me Up,['Mabel'],10,66.0,97.0,90.0,7,-12.0,2
Mac DeMarco,Heart To Heart,['Mac DeMarco'],4,83.0,98.0,97.0,1,-7.0,2
Mac Miller,Blue World,['Mac Miller'],2,38.0,38.0,78.0,0,-40.0,1
Mac Miller,Good News,['Mac Miller'],4,17.0,17.0,82.0,0,-21.666666666666668,3
Mac Miller,Self Care,['Mac Miller'],3,33.0,33.0,90.0,0,-28.5,2
Machine Gun Kelly,Bloody Valentine,['Machine Gun Kelly'],4,50.0,50.0,92.0,0,-14.0,3
Machine Gun Kelly,Rap Devil,['Machine Gun Kelly'],4,13.0,13.0,79.0,0,-22.0,3
Machine Gun Kelly X Blackbear,Make Up Sex,"['Machine Gun Kelly', 'Blackbear']",2,59.0,59.0,80.0,0,-21.0,1
Maddie & Tae,Die From A Broken Heart,"['Maddie', 'Tae']",25,22.0,80.0,48.0,17,-3.7142857142857144,7
Major Lazer Featuring Justin Bieber & Mo,Cold Water,"['Major Lazer', 'Justin Bieber', 'Mo']",27,2.0,2.0,48.0,0,-1.7692307692307692,26
Major Lazer Featuring Nyla & Fuse ODG,Light It Up,"['Major Lazer', 'Nyla', 'Fuse ODG']",20,73.0,98.0,98.0,11,-3.125,8
Major Lazer X DJ Snake Featuring Mo,Lean On,"['Major Lazer', 'DJ Snake', 'Mo']",12,25.0,25.0,48.0,0,-2.090909090909091,11
Malcolm Todd,Chest Pain (I Love),['Malcolm Todd'],3,68.0,68.0,93.0,0,-12.5,2
Maluma,Felices Los 4,['Maluma'],20,48.0,93.0,80.0,9,-3.2,10
Maluma & The Weeknd,Hawai,"['Maluma', 'The Weeknd']",21,12.0,79.0,50.0,11,-4.222222222222222,9
Marc E. Bassy Featuring G-Eazy,You & Me,"['Marc E. Bassy', 'G-Eazy']",16,58.0,91.0,97.0,8,-5.571428571428571,7
Maren Morris,My Church,['Maren Morris'],20,50.0,91.0,56.0,9,-0.6,10
Mariah The Scientist,Burning Blue,['Mariah The Scientist'],26,25.0,25.0,34.0,0,-0.36,25
Marian Hill,Down,['Marian Hill'],17,21.0,99.0,100.0,6,-7.9,10
Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,"['Mark Ronson', 'Miley Cyrus']",13,43.0,67.0,84.0,5,-5.857142857142857,7
Maroon 5,Memories,['Maroon 5'],41,2.0,22.0,42.0,14,-1.5384615384615385,26
Maroon 5,Nobody's Love,['Maroon 5'],10,41.0,46.0,86.0,2,-6.428571428571429,7
Maroon 5 Featuring Cardi B,Girls Like You,"['Maroon 5', 'Cardi B']",52,1.0,94.0,35.0,16,-0.9714285714285714,35
Maroon 5 Featuring Future,Cold,"['Maroon 5', 'Future']",20,16.0,42.0,91.0,4,-5.0,15
Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know,"['Maroon 5', 'Kendrick Lamar']",27,6.0,56.0,46.0,16,-4.0,10
Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes,"['Maroon 5', 'Megan Thee Stallion']",25,13.0,54.0,47.0,15,-3.7777777777777777,9
Maroon 5 Featuring SZA,What Lovers Do,"['Maroon 5', 'SZA']",21,9.0,73.0,41.0,10,-3.2,10
Marshmello & Anne-Marie,Friends,"['Marshmello', 'Anne-Marie']",29,11.0,72.0,41.0,14,-2.142857142857143,14
Marshmello & Bastille,Happier,"['Marshmello', 'Bastille']",52,2.0,63.0,30.0,24,-1.037037037037037,27
Marshmello & Demi Lovato,OK Not To Be OK,"['Marshmello', 'Demi Lovato']",6,36.0,36.0,80.0,0,-8.8,5
Marshmello & Halsey,Be Kind,"['Marshmello', 'Halsey']",15,29.0,29.0,100.0,0,-5.071428571428571,14
Marshmello & Kane Brown,Miles On It,"['Marshmello', 'Kane Brown']",29,15.0,37.0,40.0,18,-2.5,10
Marshmello & Kane Brown,One Thing Right,"['Marshmello', 'Kane Brown']",23,36.0,57.0,52.0,17,-3.2,5
Marshmello & Khalid,Numb,"['Marshmello', 'Khalid']",16,40.0,83.0,87.0,9,-7.833333333333333,6
Marshmello Featuring Chvrches,Here With Me,"['Marshmello', 'Chvrches']",16,31.0,75.0,87.0,7,-7.0,8
Marshmello Featuring Khalid,Silence,"['Marshmello', 'Khalid']",22,30.0,42.0,50.0,17,-5.0,4
Marshmello X Jonas Brothers,Leave Before You Love Me,"['Marshmello', 'Jonas Brothers']",22,19.0,85.0,49.0,11,-3.0,10
Martin Garrix & Bebe Rexha,In The Name Of Love,"['Martin Garrix', 'Bebe Rexha']",23,24.0,93.0,47.0,14,-2.875,8
Mary J. Blige,Good Morning Gorgeous,['Mary J. Blige'],3,83.0,83.0,96.0,0,-6.5,2
Masked Wolf,Astronaut In The Ocean,['Masked Wolf'],28,6.0,68.0,39.0,12,-2.2,15
Mason Ramsey,Famous,['Mason Ramsey'],2,62.0,62.0,95.0,0,-33.0,1
Matt Stell,Prayed For You,['Matt Stell'],20,36.0,99.0,87.0,9,-5.1,10
Meek Mill,Otherside Of America,['Meek Mill'],2,64.0,64.0,87.0,0,-23.0,1
Meek Mill Featuring Cardi B,On Me,"['Meek Mill', 'Cardi B']",2,30.0,30.0,82.0,0,-52.0,1
Meek Mill Featuring Drake,Going Bad,"['Meek Mill', 'Drake']",37,6.0,6.0,48.0,0,-1.1666666666666667,36
Meek Mill Featuring Fabolous & Anuel AA,Uptown Vibes,"['Meek Mill', 'Fabolous', 'Anuel AA']",3,39.0,39.0,98.0,0,-29.5,2
Meek Mill Featuring Lil Baby & Lil Durk,Sharing Locations,"['Meek Mill', 'Lil Baby', 'Lil Durk']",15,22.0,22.0,83.0,0,-4.357142857142857,14
Meek Mill Featuring Rick Ross & Jay-Z,What's Free,"['Meek Mill', 'Rick Ross', 'Jay-Z']",2,20.0,20.0,61.0,0,-41.0,1
Meek Mill Featuring Tory Lanez,Litty,"['Meek Mill', 'Tory Lanez']",4,49.0,49.0,89.0,0,-13.333333333333334,3
Megan Moroney,6 Months Later,['Megan Moroney'],26,30.0,30.0,65.0,0,-1.4,25
Megan Moroney,Indifferent,['Megan Moroney'],2,91.0,91.0,94.0,0,-3.0,1
Megan Moroney,No Caller ID,['Megan Moroney'],2,58.0,58.0,88.0,0,-30.0,1
Megan Thee Stallion,Big Ole Freak,['Megan Thee Stallion'],12,65.0,99.0,94.0,4,-4.142857142857143,7
Megan Thee Stallion,Boa,['Megan Thee Stallion'],2,39.0,39.0,91.0,0,-52.0,1
Megan Thee Stallion,Body,['Megan Thee Stallion'],20,12.0,12.0,84.0,0,-3.789473684210526,19
Megan Thee Stallion,Cobra,['Megan Thee Stallion'],2,32.0,32.0,63.0,0,-31.0,1
Megan Thee Stallion,Hiss,['Megan Thee Stallion'],6,1.0,1.0,94.0,0,-18.6,5
Megan Thee Stallion,Lover Girl,['Megan Thee Stallion'],2,38.0,38.0,80.0,0,-42.0,1
Megan Thee Stallion,Megan's Piano,['Megan Thee Stallion'],2,97.0,97.0,99.0,0,-2.0,1
Megan Thee Stallion,Thot Shit,['Megan Thee Stallion'],20,16.0,16.0,84.0,0,-3.5789473684210527,19
Megan Thee Stallion & RM,Neva Play,"['Megan Thee Stallion', 'RM']",2,36.0,36.0,79.0,0,-43.0,1
Megan Thee Stallion Featuring Beyonce,Savage,"['Megan Thee Stallion', 'Beyonce']",28,1.0,98.0,48.0,9,-2.611111111111111,18
Megan Thee Stallion Featuring DaBaby,Cash Shit,"['Megan Thee Stallion', 'DaBaby']",20,36.0,98.0,80.0,10,-4.888888888888889,9
Megan Thee Stallion Featuring Young Thug,Don't Stop,"['Megan Thee Stallion', 'Young Thug']",10,30.0,30.0,86.0,0,-6.222222222222222,9
Megan Thee Stallion Featuring Yuki Chiba,Mamushi,"['Megan Thee Stallion', 'Yuki Chiba']",20,36.0,68.0,85.0,3,-3.0625,16
"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",Hot Girl Summer,"['Megan Thee Stallion', 'Nicki Minaj', 'Ty Dolla $ign']",16,11.0,11.0,96.0,0,-5.666666666666667,15
Meghan Trainor,Made You Look,['Meghan Trainor'],21,11.0,95.0,46.0,14,-5.833333333333333,6
Meghan Trainor,Me Too,['Meghan Trainor'],20,13.0,39.0,75.0,10,-6.888888888888889,9
Meghan Trainor,No,['Meghan Trainor'],20,3.0,11.0,85.0,3,-5.125,16
Meghan Trainor,No Excuses,['Meghan Trainor'],12,46.0,46.0,93.0,0,-4.2727272727272725,11
Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,"['Meghan Trainor', 'John Legend']",16,9.0,10.0,46.0,4,-3.3636363636363638,11
Metallica,Master Of Puppets,['Metallica'],3,35.0,40.0,50.0,1,-15.0,1
Metro Boomin & Coi Leray,Self Love,"['Metro Boomin', 'Coi Leray']",4,54.0,62.0,85.0,1,-15.5,2
Metro Boomin & James Blake,Hummingbird,"['Metro Boomin', 'James Blake']",2,90.0,90.0,100.0,0,-10.0,1
Metro Boomin & John Legend,On Time,"['Metro Boomin', 'John Legend']",2,48.0,48.0,85.0,0,-37.0,1
Metro Boomin & Travis Scott,Raindrops (Insane),"['Metro Boomin', 'Travis Scott']",2,31.0,31.0,77.0,0,-46.0,1
Metro Boomin & Young Thug,Metro Spider,"['Metro Boomin', 'Young Thug']",2,43.0,43.0,91.0,0,-48.0,1
Metro Boomin Featuring 21 Savage,10 Freaky Girls,"['Metro Boomin', '21 Savage']",4,42.0,42.0,70.0,0,-9.333333333333334,3
Metro Boomin Featuring 21 Savage,Don't Come Out The House,"['Metro Boomin', '21 Savage']",4,38.0,38.0,95.0,0,-19.0,3
Metro Boomin Featuring Don Toliver,Around Me,"['Metro Boomin', 'Don Toliver']",2,53.0,53.0,98.0,0,-45.0,1
"Metro Boomin, 21 Savage & Young Nudy",Umbrella,"['Metro Boomin', '21 Savage', 'Young Nudy']",2,23.0,23.0,74.0,0,-51.0,1
"Metro Boomin, A$AP Rocky & Roisee",Am I Dreaming,"['Metro Boomin', 'A$AP Rocky', 'Roisee']",4,51.0,51.0,91.0,0,-13.333333333333334,3
"Metro Boomin, Future & Chris Brown",Superhero (Heroes & Villains),"['Metro Boomin', 'Future', 'Chris Brown']",24,8.0,8.0,50.0,0,-1.826086956521739,23
"Metro Boomin, Future & Lil Uzi Vert",All The Way Live,"['Metro Boomin', 'Future', 'Lil Uzi Vert']",2,61.0,61.0,92.0,0,-31.0,1
"Metro Boomin, Quavo, Breskii & YKNIECE",Take Me Thru Dere,"['Metro Boomin', 'Quavo', 'Breskii', 'YKNIECE']",12,69.0,99.0,81.0,5,-2.0,6
